search_term,video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
NFL playoffs,/watch?v=dtEJDnuiVZk&pp=ygUMTkZMIHBsYXlvZmZz,/@CBSSports,CBS Sports,"AFC Divisional Round Preview: Bills at Broncos, Texans at Patriots | 2025 NFL Playoffs ✅",79K,8 days,"Bryant McFadden and Emory Hunt join CBS Sports HQ to preview both AFC Divisional Round games, as the Bills take on the ...",2026-01-22 05:21:39.158495
NFL playoffs,/shorts/zRMcwFikRC8,/@NFLonFOX,NFL on FOX,Milton Williams hints Broncos were out on Jarrett Stidham 🏈 #NFL #Stidham #Pats #AFC #playoffs,190K,8 hours,"NFLonFox #NFL #MiltonWilliams As we get closer to kickoff, be sure to download the FOX Sports App to stream NFL games all ...",2026-01-22 05:21:39.160122
NFL playoffs,/watch?v=gNfs5qqjf3o&pp=ygUMTkZMIHBsYXlvZmZz,/@NFL,NFL,2023 Playoff Mini-Movie: From the Jaguars 27-Point Comeback to the Kelce Brothers Going Head to Head,2.2M,2 years,00:00 Wild Card Weekend 9:30 Divisional Round 16:54 Conference Championship 22:15 Super Bowl Check out our other ...,2026-01-22 05:21:39.162050
NFL playoffs,/watch?v=_OsCZ_iUWaU&pp=ygUMTkZMIHBsYXlvZmZz,/@CBSSports,CBS Sports,NFL Predictions and Picks For EVERY NFL Divisional Game [Rams vs Bears] | Best Bets ✅,289K,8 days,... Instagram - https://www.instagram.com/cbssports/ Twitter - https://twitter.com/CBSSports #nfl #nflplayoffs #nflpicks.,2026-01-22 05:21:39.163874
NFL playoffs,/watch?v=P7BZLdnOCKg&pp=ygUMTkZMIHBsYXlvZmZz,/@NFL,NFL,2024 Playoff Mini-Movie: From the Lions Historic Playoff Run to The Chiefs Cementing Their Dynasty,461K,1 year,Super Wild Card Weekend - 00:00 Divisional Round - 9:14 Conference Championship - 16:47 SBLVIII - 23:18 Watch live local ...,2026-01-22 05:21:39.165628
NFL playoffs,/watch?v=ZQHPaZU_2LI&pp=ygUMTkZMIHBsYXlvZmZz,/@CBSSports,CBS Sports,Former NFL QB predicts NFL Playoff bracket and crowns a Super Bowl Champion 🏆,108K,2 weeks,"Danny Kanell joins CBS Sports HQ to go through his ENTIRE NFL Playoff Bracket, and pick his Super Bowl winner. (0:00) AFC ...",2026-01-22 05:21:39.167809
NFL playoffs,/watch?v=cXaYRlB1LVA&pp=ygUMTkZMIHBsYXlvZmZz,/@NFL,NFL,Wild Card Weekend! We preview all 6 playoff games and hear from head coaches about their game!,51K,12 days,"Get NFL Sunday Ticket: https://tv.youtube.com/learn/nflsundayticket/ Watch live local and primetime games, NFL RedZone, and ...",2026-01-22 05:21:39.169613
NFL playoffs,/shorts/rYXBc_gOBw8,/@TheGOATHouse,The GOAT House,NFL Playoffs Picks in 20 Seconds! 🔥,2.8K,7 hours,Rapid Fire Conference Chanpionship NFL Picks #nfl #shorts.,2026-01-22 05:21:39.170999
NFL playoffs,/watch?v=_h1m35tZi1U&pp=ygUMTkZMIHBsYXlvZmZz,/@NFL,NFL,How the NFL playoff picture works | Road to the Super Bowl,428K,10 years,How do NFL teams make it to the Super Bowl? Let us guide you through the journey.,2026-01-22 05:21:39.172209
NFL playoffs,/watch?v=xssg_k-LTMg&pp=ygUMTkZMIHBsYXlvZmZz,/@CBSSports,CBS Sports,"NFL Championship Sunday Preview: Patriots vs Broncos, Rams vs Seahawks | Predictions & Picks to Win",101K,3 days,... https://twitter.com/CBSSports #nfl #nflplayoffs #afcchampionship #nfcchampionship #patriots #broncos #rams #seahawks.,2026-01-22 05:21:39.173937
NFL playoffs,/watch?v=NVqj3KjQfZg&pp=ygUMTkZMIHBsYXlvZmZz,/@CBSSports,CBS Sports,"NFL analyst predicts UPDATED NFL Playoff bracket, crowns a Super Bowl winner 🏆",25K,6 days,"NFL analyst Ryan Wilson joins CBS Sports HQ to break down the updated 2025 NFL Playoff bracket, crowning his Super Bowl ...",2026-01-22 05:21:39.175870
NFL playoffs,/watch?v=7JKQPhD_51w&pp=ygUMTkZMIHBsYXlvZmZz,/@Nate46_,Nate,NFL | Best Playoff Upsets Since 2000 (Part 1),120K,3 months,"NFL | Best Playoff Upsets Since 2000 (Part 1) ---- Psalm 97:9 ""For you, Lord, are the Most High over all the earth; you are exalted ...",2026-01-22 05:21:39.177158
NFL playoffs,/watch?v=f5uv7RjToH4&pp=ygUMTkZMIHBsYXlvZmZz0gcJCYcKAYcqIYzv,/@ColinCowherdPodcast,The Colin Cowherd Podcast,"AFC Playoff PREDICTIONS: Chargers-Patriots, Bills-Jaguars, Texans-Steelers | Colin Cowherd NFL",104K,2 weeks,Colin Cowherd and '3 & Out' host John Middlekauff discuss the NFL's lackluster Week 18 slate and how the league should handle ...,2026-01-22 05:21:39.178685
NFL playoffs,/shorts/o0mQNlIPc1k,/@tylertntt,Tylertsports,If Your NFL Team Isn’t Playing This Weekend… #nfl #nfltrending #nflviral #trending #nflplayoffs,625K,1 year,,2026-01-22 05:21:39.179922
